,Rewards,Score,Episode_Length
3170,51,5,62
3171,271,27,282
3172,321,32,332
3173,209,21,220
3174,371,37,382
3175,91,9,102
3176,21,2,32
3177,31,3,42
3178,21,2,32
3179,11,1,22
3180,61,6,72
3181,21,2,32
3182,11,1,22
3183,128,13,139
3184,11,1,22
3185,21,2,32
3186,1,0,12
3187,125,13,136
3188,280,28,291
3189,8,1,19
3190,140,14,151
3191,121,12,132
3192,26,3,37
3193,171,17,182
3194,58,6,69
3195,58,6,69
3196,134,14,145
3197,28,3,39
3198,21,2,32
3199,25,3,36
3200,46,5,57
3201,141,14,152
3202,2,0,13
3203,148,15,159
3204,93,10,104
3205,151,15,162
3206,11,1,22
3207,51,5,62
3208,334,34,345
3209,341,34,352
3210,111,11,122
3211,118,12,129
3212,111,11,122
3213,104,11,115
3214,282,28,293
3215,221,22,232
3216,531,53,542
3217,1,0,12
3218,450,45,461
3219,51,5,62
3220,11,1,22
3221,71,7,82
3222,131,13,142
3223,124,13,135
3224,311,31,322
3225,5,1,16
3226,51,5,62
3227,71,7,82
3228,113,12,124
3229,181,18,192
3230,401,40,412
3231,45,5,56
3232,301,30,312
3233,311,31,322
3234,161,16,172
3235,641,64,652
3236,288,29,299
3237,31,3,42
3238,17,2,28
3239,51,5,62
3240,161,16,172
3241,232,23,243
3242,21,2,32
3243,36,4,47
3244,301,30,312
3245,267,27,278
3246,372,37,383
3247,68,7,79
3248,26,3,37
3249,811,81,822
3250,31,3,42
3251,191,19,202
3252,141,14,152
3253,91,9,102
3254,31,3,42
3255,251,25,262
3256,64,7,75
3257,418,42,429
3258,165,17,176
3259,38,4,49
3260,271,27,282
3261,117,12,128
3262,231,23,242
3263,41,4,52
3264,251,25,262
3265,507,51,518
3266,121,12,132
3267,141,14,152
3268,71,7,82
3269,81,8,92
3270,236,24,247
3271,139,14,150
3272,381,38,392
3273,31,3,42
3274,151,15,162
3275,191,19,202
3276,161,16,172
3277,151,15,162
3278,71,7,82
3279,121,12,132
3280,541,54,552
3281,561,56,572
3282,664,67,675
3283,111,11,122
3284,321,32,332
3285,101,10,112
3286,151,15,162
3287,401,40,412
3288,231,23,242
3289,51,5,62
3290,71,7,82
3291,51,5,62
3292,151,15,162
3293,61,6,72
3294,371,37,382
3295,11,1,22
3296,81,8,92
3297,251,25,262
3298,92,9,103
3299,251,25,262
3300,31,3,42
3301,101,10,112
3302,91,9,102
3303,301,30,312
3304,1,0,12
3305,131,13,142
3306,101,10,112
3307,381,38,392
3308,411,41,422
3309,191,19,202
3310,31,3,42
3311,118,12,129
3312,21,2,32
3313,221,22,232
3314,37,4,48
3315,205,21,216
3316,111,11,122
3317,26,3,37
3318,141,14,152
3319,222,22,233
3320,247,25,258
3321,181,18,192
3322,281,28,292
3323,311,31,322
3324,201,20,212
3325,9,1,20
3326,169,17,180
3327,67,7,78
3328,301,30,312
3329,259,26,270
3330,59,6,70
3331,241,24,252
3332,61,6,72
3333,441,44,452
3334,107,11,118
3335,0,0,11
3336,58,6,69
3337,205,21,216
3338,206,21,217
3339,230,23,241
3340,52,5,63
3341,148,15,159
3342,211,21,222
3343,371,37,382
3344,92,9,103
3345,72,7,83
3346,81,8,92
3347,41,4,52
3348,63,7,74
3349,261,26,272
3350,121,12,132
3351,61,6,72
3352,257,26,268
3353,151,15,162
3354,21,2,32
3355,144,15,155
3356,173,18,184
3357,713,72,724
3358,91,9,102
3359,582,58,593
3360,381,38,392
3361,161,16,172
3362,307,31,318
3363,135,14,146
3364,232,23,243
3365,121,12,132
3366,201,20,212
3367,102,10,113
3368,311,31,322
3369,161,16,172
3370,61,6,72
3371,341,34,352
3372,647,65,658
3373,30,3,41
3374,161,16,172
3375,287,29,298
3376,-3,0,8
3377,130,13,141
3378,431,43,442
3379,140,14,151
3380,51,5,62
3381,491,49,502
3382,51,5,62
3383,21,2,32
3384,61,6,72
3385,11,1,22
3386,1,0,12
3387,21,2,32
3388,41,4,52
3389,101,10,112
3390,174,18,185
3391,61,6,72
3392,82,8,93
3393,446,45,457
3394,181,18,192
3395,110,11,121
3396,161,16,172
3397,191,19,202
3398,21,2,32
3399,372,37,383
3400,51,5,62
3401,161,16,172
3402,78,8,89
3403,152,15,163
3404,571,57,582
3405,58,6,69
3406,81,8,92
3407,231,23,242
3408,51,5,62
3409,151,15,162
3410,81,8,92
3411,17,2,28
3412,131,13,142
3413,151,15,162
3414,41,4,52
3415,131,13,142
3416,323,33,334
3417,87,9,98
3418,171,17,182
3419,113,12,124
3420,201,20,212
3421,-3,0,8
3422,61,6,72
3423,711,71,722
3424,40,4,51
3425,67,7,78
3426,171,17,182
3427,191,19,202
3428,51,5,62
3429,161,16,172
3430,101,10,112
3431,11,1,22
3432,41,4,52
3433,261,26,272
3434,51,5,62
3435,31,3,42
3436,47,5,58
3437,211,21,222
3438,33,4,44
3439,75,8,86
3440,1,0,12
3441,21,2,32
3442,121,12,132
3443,253,26,264
3444,101,10,112
3445,201,20,212
3446,231,23,242
3447,291,29,302
3448,37,4,48
3449,26,3,37
3450,181,18,192
3451,101,10,112
3452,146,15,157
3453,11,1,22
3454,141,14,152
3455,47,5,58
3456,31,3,42
3457,334,34,345
3458,13,2,24
3459,191,19,202
3460,131,13,142
3461,14,2,25
3462,1251,125,1262
3463,31,3,42
3464,93,10,104
3465,131,13,142
3466,241,24,252
3467,141,14,152
3468,131,13,142
3469,30,3,41
3470,61,6,72
3471,141,14,152
3472,501,50,512
3473,531,53,542
3474,73,8,84
3475,197,20,208
3476,221,22,232
3477,90,9,101
3478,11,1,22
3479,131,13,142
3480,241,24,252
3481,415,42,426
3482,21,2,32
3483,11,1,22
3484,111,11,122
3485,91,9,102
3486,33,4,44
3487,431,43,442
3488,436,44,447
3489,32,3,43
3490,1,0,12
3491,91,9,102
3492,71,7,82
3493,281,28,292
3494,181,18,192
3495,701,70,712
3496,27,3,38
3497,181,18,192
3498,332,33,343
3499,551,55,562
3500,141,14,152
3501,131,13,142
3502,162,16,173
3503,1,0,12
3504,261,26,272
3505,272,27,283
3506,271,27,282
3507,1,0,12
3508,131,13,142
3509,126,13,137
3510,30,3,41
3511,201,20,212
3512,81,8,92
3513,81,8,92
3514,127,13,138
3515,11,1,22
3516,201,20,212
3517,-6,0,5
3518,21,2,32
3519,241,24,252
3520,151,15,162
3521,111,11,122
3522,253,26,264
3523,71,7,82
3524,11,1,22
3525,21,2,32
3526,15,2,26
3527,101,10,112
3528,261,26,272
3529,1,0,12
3530,171,17,182
3531,491,49,502
3532,73,8,84
3533,71,7,82
3534,191,19,202
3535,-8,0,3
3536,361,36,372
3537,91,9,102
3538,301,30,312
3539,111,11,122
3540,51,5,62
3541,401,40,412
3542,551,55,562
3543,51,5,62
3544,321,32,332
3545,151,15,162
3546,31,3,42
3547,61,6,72
3548,231,23,242
3549,532,53,543
3550,770,77,781
3551,381,38,392
3552,891,89,902
3553,26,3,37
3554,81,8,92
3555,1,0,12
3556,7,1,18
3557,91,9,102
3558,315,32,326
3559,211,21,222
3560,271,27,282
3561,617,62,628
3562,197,20,208
3563,191,19,202
3564,87,9,98
3565,1,0,12
3566,21,2,32
3567,251,25,262
3568,51,5,62
3569,421,42,432
3570,283,29,294
3571,311,31,322
3572,991,99,1002
3573,261,26,272
3574,61,6,72
3575,131,13,142
3576,89,9,100
3577,38,4,49
3578,101,10,112
3579,441,44,452
3580,223,23,234
3581,176,18,187
3582,31,3,42
3583,201,20,212
3584,173,18,184
3585,-4,0,7
3586,24,3,35
3587,163,17,174
3588,81,8,92
3589,237,24,248
3590,211,21,222
3591,21,2,32
3592,81,8,92
3593,134,14,145
3594,181,18,192
3595,261,26,272
3596,138,14,149
3597,4,1,15
3598,231,23,242
3599,151,15,162
3600,22,2,33
3601,113,12,124
3602,11,1,22
3603,2,0,13
3604,511,51,522
3605,-3,0,8
3606,21,2,32
3607,1,0,12
3608,11,1,22
3609,31,3,42
3610,21,2,32
3611,47,5,58
3612,371,37,382
3613,218,22,229
3614,270,27,281
3615,11,1,22
3616,41,4,52
3617,11,1,22
3618,131,13,142
3619,3,1,14
3620,78,8,89
3621,236,24,247
3622,41,4,52
3623,64,7,75
3624,110,11,121
3625,21,2,32
3626,31,3,42
3627,11,1,22
3628,1,0,12
3629,211,21,222
3630,31,3,42
3631,121,12,132
3632,271,27,282
3633,71,7,82
3634,101,10,112
3635,207,21,218
3636,61,6,72
3637,11,1,22
3638,361,36,372
3639,201,20,212
3640,281,28,292
3641,81,8,92
3642,21,2,32
3643,441,44,452
3644,191,19,202
3645,238,24,249
3646,141,14,152
3647,21,2,32
3648,11,1,22
3649,61,6,72
3650,11,1,22
3651,109,11,120
3652,91,9,102
3653,374,38,385
3654,170,17,181
3655,51,5,62
3656,51,5,62
3657,41,4,52
3658,191,19,202
3659,11,1,22
3660,501,50,512
3661,81,8,92
3662,91,9,102
3663,31,3,42
3664,353,36,364
3665,31,3,42
3666,213,22,224
3667,151,15,162
3668,81,8,92
3669,71,7,82
3670,297,30,308
3671,43,5,54
3672,170,17,181
3673,1,0,12
3674,221,22,232
3675,171,17,182
3676,21,2,32
3677,181,18,192
3678,461,46,472
3679,78,8,89
3680,182,18,193
3681,451,45,462
3682,111,11,122
3683,421,42,432
3684,351,35,362
3685,121,12,132
3686,211,21,222
3687,21,2,32
3688,117,12,128
3689,144,15,155
3690,161,16,172
3691,91,9,102
3692,211,21,222
3693,391,39,402
3694,61,6,72
3695,51,5,62
3696,149,15,160
3697,41,4,52
3698,581,58,592
3699,101,10,112
3700,53,6,64
3701,101,10,112
3702,111,11,122
3703,61,6,72
3704,71,7,82
3705,2,0,13
3706,79,8,90
3707,11,1,22
3708,1,0,12
3709,41,4,52
3710,-8,0,3
3711,511,51,522
3712,61,6,72
3713,171,17,182
3714,91,9,102
3715,11,1,22
3716,877,88,888
3717,124,13,135
3718,51,5,62
3719,141,14,152
3720,422,42,433
3721,61,6,72
3722,321,32,332
3723,511,51,522
3724,11,1,22
3725,391,39,402
3726,41,4,52
3727,251,25,262
3728,81,8,92
3729,191,19,202
3730,68,7,79
3731,660,66,671
3732,671,67,682
3733,171,17,182
3734,31,3,42
3735,162,16,173
3736,71,7,82
3737,201,20,212
3738,201,20,212
3739,31,3,42
3740,-8,0,3
3741,201,20,212
3742,40,4,51
3743,1,0,12
3744,11,1,22
3745,122,12,133
3746,1,0,12
3747,102,10,113
3748,1,0,12
3749,22,2,33
3750,101,10,112
3751,1,0,12
3752,231,23,242
3753,211,21,222
3754,152,15,163
3755,1,0,12
3756,1,0,12
3757,11,1,22
3758,142,14,153
3759,151,15,162
3760,71,7,82
3761,11,1,22
3762,611,61,622
3763,221,22,232
3764,1,0,12
3765,40,4,51
3766,241,24,252
3767,171,17,182
3768,21,2,32
3769,708,71,719
3770,41,4,52
3771,419,42,430
3772,91,9,102
3773,11,1,22
3774,121,12,132
3775,491,49,502
3776,141,14,152
3777,291,29,302
3778,1,0,12
3779,381,38,392
3780,13,2,24
3781,221,22,232
3782,21,2,32
3783,37,4,48
3784,24,3,35
3785,431,43,442
3786,11,1,22
3787,121,12,132
3788,31,3,42
3789,78,8,89
3790,17,2,28
3791,121,12,132
3792,311,31,322
3793,11,1,22
3794,61,6,72
3795,1,0,12
3796,31,3,42
3797,51,5,62
3798,321,32,332
3799,751,75,762
3800,1,0,12
3801,47,5,58
3802,61,6,72
3803,11,1,22
3804,201,20,212
3805,949,95,960
3806,131,13,142
3807,131,13,142
3808,271,27,282
3809,237,24,248
3810,141,14,152
3811,201,20,212
3812,8,1,19
3813,1,0,12
3814,57,6,68
3815,191,19,202
3816,40,4,51
3817,131,13,142
3818,11,1,22
3819,214,22,225
3820,71,7,82
3821,131,13,142
3822,41,4,52
3823,31,3,42
3824,1,0,12
3825,81,8,92
3826,251,25,262
3827,51,5,62
3828,1,0,12
3829,191,19,202
3830,10,1,21
3831,78,8,89
3832,31,3,42
3833,46,5,57
3834,351,35,362
3835,33,4,44
3836,11,1,22
3837,15,2,26
3838,161,16,172
3839,35,4,46
3840,99,10,110
3841,125,13,136
3842,241,24,252
3843,231,23,242
3844,3,1,14
3845,12,1,23
3846,436,44,447
3847,391,39,402
3848,291,29,302
3849,86,9,97
3850,221,22,232
3851,-1,0,10
3852,72,7,83
3853,141,14,152
3854,370,37,381
3855,411,41,422
3856,231,23,242
3857,171,17,182
3858,111,11,122
3859,183,19,194
3860,274,28,285
3861,15,2,26
3862,10,1,21
3863,-6,0,5
3864,10,1,21
3865,-2,0,9
3866,91,9,102
3867,39,4,50
3868,91,9,102
3869,541,54,552
3870,181,18,192
3871,155,16,166
3872,369,37,380
3873,111,11,122
3874,101,10,112
3875,197,20,208
3876,92,9,103
3877,138,14,149
3878,-2,0,9
3879,191,19,202
3880,81,8,92
3881,811,81,822
3882,741,74,752
3883,341,34,352
3884,320,32,331
3885,130,13,141
3886,153,16,164
3887,581,58,592
3888,43,5,54
3889,14,2,25
3890,113,12,124
3891,161,16,172
3892,181,18,192
3893,257,26,268
3894,492,49,503
3895,-8,0,3
3896,468,47,479
3897,11,1,22
3898,321,32,332
3899,211,21,222
3900,110,11,121
3901,301,30,312
3902,308,31,319
3903,431,43,442
3904,241,24,252
3905,537,54,548
3906,60,6,71
3907,51,5,62
3908,151,15,162
3909,181,18,192
3910,147,15,158
3911,1,0,12
3912,211,21,222
3913,531,53,542
3914,861,86,872
3915,301,30,312
3916,261,26,272
3917,105,11,116
3918,231,23,242
3919,-3,0,8
3920,51,5,62
3921,441,44,452
3922,23,3,34
3923,241,24,252
3924,438,44,449
3925,91,9,102
3926,121,12,132
3927,11,1,22
3928,51,5,62
3929,91,9,102
3930,31,3,42
3931,151,15,162
3932,31,3,42
3933,511,51,522
3934,111,11,122
3935,261,26,272
3936,491,49,502
3937,101,10,112
3938,1,0,12
3939,71,7,82
3940,231,23,242
3941,88,9,99
3942,103,11,114
3943,171,17,182
3944,151,15,162
3945,41,4,52
3946,351,35,362
3947,61,6,72
3948,151,15,162
3949,101,10,112
3950,21,2,32
3951,141,14,152
3952,331,33,342
3953,41,4,52
3954,151,15,162
3955,111,11,122
3956,8,1,19
3957,1,0,12
3958,71,7,82
3959,1,0,12
3960,5,1,16
3961,8,1,19
3962,47,5,58
3963,48,5,59
3964,-8,0,3
3965,1,0,12
3966,92,9,103
3967,20,2,31
3968,6,1,17
3969,-5,0,6
3970,154,16,165
3971,61,6,72
3972,-5,0,6
3973,158,16,169
3974,62,6,73
3975,-8,0,3
3976,89,9,100
3977,109,11,120
3978,211,21,222
3979,121,12,132
3980,71,7,82
3981,71,7,82
3982,69,7,80
3983,201,20,212
3984,89,9,100
3985,88,9,99
3986,31,3,42
3987,12,1,23
3988,-8,0,3
3989,61,6,72
3990,121,12,132
3991,341,34,352
3992,221,22,232
3993,1,0,12
3994,71,7,82
3995,261,26,272
3996,15,2,26
3997,391,39,402
3998,69,7,80
3999,0,0,11
4000,68,7,79
4001,-5,0,6
4002,118,12,129
4003,169,17,180
4004,801,80,812
4005,211,21,222
4006,81,8,92
4007,48,5,59
4008,107,11,118
4009,61,6,72
4010,176,18,187
4011,311,31,322
4012,241,24,252
4013,141,14,152
4014,61,6,72
4015,530,53,541
4016,261,26,272
4017,33,4,44
4018,139,14,150
4019,479,48,490
4020,114,12,125
4021,91,9,102
4022,201,20,212
4023,27,3,38
4024,71,7,82
4025,3,1,14
4026,252,25,263
4027,41,4,52
4028,51,5,62
4029,107,11,118
4030,391,39,402
4031,11,1,22
4032,157,16,168
4033,51,5,62
4034,537,54,548
4035,1,0,12
4036,211,21,222
4037,251,25,262
4038,321,32,332
4039,91,9,102
4040,41,4,52
4041,1,0,12
4042,1,0,12
4043,10,1,21
4044,17,2,28
4045,185,19,196
4046,-6,0,5
4047,185,19,196
4048,121,12,132
4049,171,17,182
4050,101,10,112
4051,121,12,132
4052,383,39,394
4053,201,20,212
4054,61,6,72
4055,21,2,32
4056,261,26,272
4057,81,8,92
4058,51,5,62
4059,221,22,232
4060,1,0,12
4061,261,26,272
4062,63,7,74
4063,181,18,192
4064,81,8,92
4065,31,3,42
4066,310,31,321
4067,217,22,228
4068,-8,0,3
4069,311,31,322
4070,61,6,72
4071,21,2,32
4072,275,28,286
4073,61,6,72
4074,4,1,15
4075,41,4,52
4076,121,12,132
4077,121,12,132
4078,51,5,62
4079,11,1,22
4080,7,1,18
4081,-2,0,9
4082,11,1,22
4083,11,1,22
4084,61,6,72
4085,103,11,114
4086,71,7,82
4087,11,1,22
4088,6,1,17
4089,102,10,113
4090,53,6,64
4091,433,44,444
4092,11,1,22
4093,211,21,222
4094,154,16,165
4095,31,3,42
4096,300,30,311
4097,51,5,62
4098,216,22,227
4099,76,8,87
4100,86,9,97
4101,501,50,512
4102,91,9,102
4103,51,5,62
4104,-4,0,7
4105,13,2,24
4106,501,50,512
4107,41,4,52
4108,379,38,390
4109,44,5,55
4110,41,4,52
4111,331,33,342
4112,449,45,460
4113,391,39,402
4114,211,21,222
4115,11,1,22
4116,845,85,856
4117,37,4,48
4118,51,5,62
4119,81,8,92
4120,581,58,592
4121,70,7,81
4122,561,56,572
4123,181,18,192
4124,201,20,212
4125,30,3,41
4126,183,19,194
4127,301,30,312
4128,63,7,74
4129,291,29,302
4130,31,3,42
4131,20,2,31
4132,232,23,243
4133,181,18,192
4134,557,56,568
4135,56,6,67
4136,441,44,452
4137,146,15,157
4138,350,35,361
4139,311,31,322
4140,1,0,12
4141,109,11,120
4142,414,42,425
4143,34,4,45
4144,180,18,191
4145,253,26,264
4146,228,23,239
4147,1,0,12
4148,501,50,512
4149,41,4,52
4150,11,1,22
4151,326,33,337
4152,41,4,52
4153,251,25,262
4154,51,5,62
4155,640,64,651
4156,111,11,122
4157,131,13,142
4158,160,16,171
4159,313,32,324
4160,99,10,110
4161,31,3,42
4162,31,3,42
4163,21,2,32
4164,151,15,162
4165,101,10,112
4166,161,16,172
4167,161,16,172
4168,301,30,312
4169,51,5,62
4170,321,32,332
4171,383,39,394
4172,351,35,362
4173,382,38,393
4174,1,0,12
4175,439,44,450
4176,271,27,282
4177,321,32,332
4178,171,17,182
4179,521,52,532
4180,252,25,263
4181,340,34,351
4182,121,12,132
4183,1,0,12
4184,321,32,332
4185,61,6,72
4186,241,24,252
4187,141,14,152
4188,21,2,32
4189,136,14,147
4190,1,0,12
4191,281,28,292
4192,171,17,182
4193,606,61,617
4194,351,35,362
4195,148,15,159
4196,101,10,112
4197,138,14,149
4198,394,40,405
4199,41,4,52
4200,331,33,342
4201,221,22,232
4202,107,11,118
4203,1,0,12
4204,211,21,222
4205,30,3,41
4206,41,4,52
4207,16,2,27
4208,413,42,424
4209,314,32,325
4210,301,30,312
4211,111,11,122
4212,71,7,82
4213,193,20,204
4214,101,10,112
4215,4,1,15
4216,175,18,186
4217,324,33,335
4218,233,24,244
4219,44,5,55
4220,58,6,69
4221,159,16,170
4222,71,7,82
4223,144,15,155
4224,143,15,154
4225,1,0,12
4226,331,33,342
4227,186,19,197
4228,111,11,122
4229,91,9,102
4230,108,11,119
4231,8,1,19
4232,351,35,362
4233,98,10,109
4234,281,28,292
4235,136,14,147
4236,151,15,162
4237,41,4,52
4238,51,5,62
4239,72,7,83
4240,31,3,42
4241,31,3,42
4242,81,8,92
4243,53,6,64
4244,11,1,22
4245,21,2,32
4246,107,11,118
4247,72,7,83
4248,191,19,202
4249,61,6,72
4250,47,5,58
4251,11,1,22
4252,27,3,38
4253,91,9,102
4254,201,20,212
4255,21,2,32
4256,1,0,12
4257,120,12,131
4258,71,7,82
4259,21,2,32
4260,161,16,172
4261,328,33,339
4262,257,26,268
4263,341,34,352
4264,121,12,132
4265,18,2,29
4266,37,4,48
4267,161,16,172
4268,201,20,212
4269,91,9,102
4270,427,43,438
4271,71,7,82
4272,246,25,257
4273,531,53,542
4274,561,56,572
4275,235,24,246
4276,171,17,182
4277,241,24,252
4278,441,44,452
4279,101,10,112
4280,131,13,142
4281,181,18,192
4282,51,5,62
4283,161,16,172
4284,10,1,21
4285,180,18,191
4286,13,2,24
4287,121,12,132
4288,61,6,72
4289,5,1,16
4290,31,3,42
4291,42,4,53
4292,11,1,22
4293,41,4,52
4294,7,1,18
4295,83,9,94
4296,41,4,52
4297,61,6,72
4298,-4,0,7
4299,221,22,232
4300,1,0,12
4301,1,0,12
4302,47,5,58
4303,21,2,32
4304,38,4,49
4305,25,3,36
4306,21,2,32
4307,254,26,265
4308,52,5,63
4309,-2,0,9
4310,92,9,103
4311,-1,0,10
4312,19,2,30
4313,6,1,17
4314,9,1,20
4315,213,22,224
4316,1,0,12
4317,254,26,265
4318,91,9,102
4319,321,32,332
4320,211,21,222
4321,151,15,162
4322,95,10,106
4323,119,12,130
4324,1,0,12
4325,91,9,102
4326,71,7,82
4327,30,3,41
4328,207,21,218
4329,-2,0,9
4330,73,8,84
4331,31,3,42
4332,13,2,24
4333,121,12,132
4334,188,19,199
4335,111,11,122
4336,386,39,397
4337,115,12,126
4338,147,15,158
4339,39,4,50
4340,93,10,104
4341,123,13,134
4342,153,16,164
4343,324,33,335
4344,18,2,29
4345,143,15,154
4346,60,6,71
4347,6,1,17
4348,51,5,62
4349,-8,0,3
4350,81,8,92
4351,200,20,211
4352,143,15,154
4353,9,1,20
4354,91,9,102
4355,353,36,364
4356,381,38,392
4357,571,57,582
4358,201,20,212
4359,260,26,271
4360,311,31,322
4361,-5,0,6
4362,456,46,467
4363,81,8,92
4364,31,3,42
4365,561,56,572
4366,323,33,334
4367,371,37,382
4368,628,63,639
4369,591,59,602
4370,83,9,94
4371,69,7,80
4372,251,25,262
4373,196,20,207
4374,131,13,142
4375,693,70,704
4376,60,6,71
4377,621,62,632
4378,372,37,383
4379,191,19,202
4380,141,14,152
4381,224,23,235
4382,81,8,92
4383,46,5,57
4384,24,3,35
4385,1,0,12
4386,2,0,13
4387,152,15,163
4388,41,4,52
4389,18,2,29
4390,41,4,52
4391,161,16,172
4392,581,58,592
4393,99,10,110
4394,11,1,22
4395,32,3,43
4396,251,25,262
4397,51,5,62
4398,576,58,587
4399,116,12,127
4400,272,27,283
4401,101,10,112
4402,42,4,53
4403,43,5,54
4404,31,3,42
4405,133,14,144
4406,381,38,392
4407,192,19,203
4408,61,6,72
4409,421,42,432
4410,491,49,502
4411,41,4,52
4412,51,5,62
4413,331,33,342
4414,141,14,152
4415,901,90,912
4416,21,2,32
4417,76,8,87
4418,111,11,122
4419,260,26,271
4420,149,15,160
4421,1,0,12
4422,1,0,12
4423,301,30,312
4424,31,3,42
4425,1,0,12
4426,31,3,42
4427,31,3,42
4428,1,0,12
4429,216,22,227
4430,31,3,42
4431,51,5,62
4432,81,8,92
4433,791,79,802
4434,461,46,472
4435,21,2,32
4436,37,4,48
4437,321,32,332
4438,158,16,169
4439,1,0,12
4440,21,2,32
4441,72,7,83
4442,781,78,792
4443,1,0,12
4444,121,12,132
4445,91,9,102
4446,201,20,212
4447,171,17,182
4448,311,31,322
4449,124,13,135
4450,241,24,252
4451,201,20,212
4452,381,38,392
4453,61,6,72
4454,182,18,193
4455,391,39,402
4456,31,3,42
4457,311,31,322
4458,261,26,272
4459,151,15,162
4460,333,34,344
4461,11,1,22
4462,131,13,142
4463,151,15,162
4464,91,9,102
4465,153,16,164
4466,71,7,82
4467,28,3,39
4468,201,20,212
4469,73,8,84
4470,31,3,42
4471,370,37,381
4472,318,32,329
4473,71,7,82
4474,61,6,72
4475,21,2,32
4476,61,6,72
4477,191,19,202
4478,11,1,22
4479,92,9,103
4480,44,5,55
4481,211,21,222
4482,101,10,112
4483,343,35,354
4484,28,3,39
4485,31,3,42
4486,2,0,13
4487,171,17,182
4488,23,3,34
4489,121,12,132
4490,63,7,74
4491,66,7,77
4492,21,2,32
4493,1,0,12
4494,71,7,82
4495,461,46,472
4496,111,11,122
4497,51,5,62
4498,726,73,737
4499,71,7,82
4500,1,0,12
4501,51,5,62
4502,1,0,12
4503,218,22,229
4504,91,9,102
4505,31,3,42
4506,101,10,112
4507,61,6,72
4508,141,14,152
4509,47,5,58
4510,651,65,662
4511,511,51,522
4512,241,24,252
4513,741,74,752
4514,151,15,162
4515,11,1,22
4516,31,3,42
4517,191,19,202
4518,31,3,42
4519,201,20,212
4520,167,17,178
4521,81,8,92
4522,351,35,362
4523,11,1,22
4524,1,0,12
4525,301,30,312
4526,62,6,73
4527,314,32,325
4528,40,4,51
4529,772,77,783
4530,81,8,92
4531,115,12,126
4532,731,73,742
4533,141,14,152
4534,421,42,432
4535,161,16,172
4536,281,28,292
4537,161,16,172
4538,75,8,86
4539,91,9,102
4540,0,0,11
4541,131,13,142
4542,1,0,12
4543,24,3,35
4544,88,9,99
4545,81,8,92
4546,201,20,212
4547,745,75,756
4548,1,0,12
4549,47,5,58
4550,231,23,242
4551,202,20,213
4552,51,5,62
4553,1,0,12
4554,114,12,125
4555,211,21,222
4556,71,7,82
4557,84,9,95
4558,1083,109,1094
4559,87,9,98
4560,228,23,239
4561,848,85,859
4562,201,20,212
4563,621,62,632
4564,21,2,32
4565,133,14,144
4566,281,28,292
4567,264,27,275
4568,701,70,712
4569,159,16,170
4570,61,6,72
4571,221,22,232
4572,241,24,252
4573,301,30,312
4574,11,1,22
4575,161,16,172
4576,1,0,12
4577,141,14,152
4578,93,10,104
4579,420,42,431
4580,40,4,51
4581,51,5,62
4582,692,69,703
4583,71,7,82
4584,32,3,43
4585,71,7,82
4586,251,25,262
4587,91,9,102
4588,111,11,122
4589,341,34,352
4590,261,26,272
4591,32,3,43
4592,31,3,42
4593,71,7,82
4594,31,3,42
4595,41,4,52
4596,141,14,152
4597,171,17,182
4598,111,11,122
4599,11,1,22
4600,1,0,12
4601,561,56,572
4602,51,5,62
4603,251,25,262
4604,52,5,63
4605,21,2,32
4606,331,33,342
4607,61,6,72
4608,91,9,102
4609,21,2,32
4610,61,6,72
4611,41,4,52
4612,61,6,72
4613,53,6,64
4614,177,18,188
4615,201,20,212
4616,51,5,62
4617,38,4,49
4618,1,0,12
4619,151,15,162
4620,41,4,52
4621,61,6,72
4622,458,46,469
4623,161,16,172
4624,51,5,62
4625,403,41,414
4626,611,61,622
4627,31,3,42
4628,31,3,42
4629,401,40,412
4630,83,9,94
4631,151,15,162
4632,78,8,89
4633,511,51,522
4634,407,41,418
4635,11,1,22
4636,11,1,22
4637,91,9,102
4638,686,69,697
4639,1,0,12
4640,41,4,52
4641,58,6,69
4642,492,49,503
4643,81,8,92
4644,111,11,122
4645,51,5,62
4646,111,11,122
4647,11,1,22
4648,226,23,237
4649,178,18,189
4650,-4,0,7
4651,31,3,42
4652,-2,0,9
4653,71,7,82
4654,262,26,273
4655,81,8,92
4656,151,15,162
4657,71,7,82
4658,8,1,19
4659,42,4,53
4660,261,26,272
4661,11,1,22
4662,166,17,177
4663,208,21,219
4664,82,8,93
4665,111,11,122
4666,111,11,122
4667,61,6,72
4668,120,12,131
4669,73,8,84
4670,161,16,172
4671,-4,0,7
4672,41,4,52
4673,121,12,132
4674,631,63,642
4675,21,2,32
4676,173,18,184
4677,633,64,644
4678,231,23,242
4679,378,38,389
4680,151,15,162
4681,151,15,162
4682,81,8,92
4683,181,18,192
4684,89,9,100
4685,94,10,105
4686,11,1,22
4687,31,3,42
4688,521,52,532
4689,111,11,122
4690,41,4,52
4691,51,5,62
4692,51,5,62
4693,111,11,122
4694,65,7,76
4695,90,9,101
4696,11,1,22
4697,111,11,122
4698,131,13,142
4699,351,35,362
4700,133,14,144
4701,141,14,152
4702,531,53,542
4703,-2,0,9
4704,841,84,852
4705,451,45,462
4706,71,7,82
4707,41,4,52
4708,417,42,428
4709,143,15,154
4710,611,61,622
4711,151,15,162
4712,1,0,12
4713,101,10,112
4714,151,15,162
4715,8,1,19
4716,76,8,87
4717,79,8,90
4718,111,11,122
