,Rewards,Score,Episode_Length
1622,25,3,36
1623,-8,0,3
1624,1,0,12
1625,259,26,270
1626,222,22,233
1627,141,14,152
1628,171,17,182
1629,631,63,642
1630,96,10,107
1631,91,9,102
1632,334,34,345
1633,3,1,14
1634,31,3,42
1635,61,6,72
1636,231,23,242
1637,11,1,22
1638,471,47,482
1639,81,8,92
1640,72,7,83
1641,41,4,52
1642,31,3,42
1643,158,16,169
1644,90,9,101
1645,130,13,141
1646,81,8,92
1647,111,11,122
1648,11,1,22
1649,30,3,41
1650,101,10,112
1651,1,0,12
1652,57,6,68
1653,121,12,132
1654,119,12,130
1655,191,19,202
1656,101,10,112
1657,1,0,12
1658,188,19,199
1659,144,15,155
1660,131,13,142
1661,61,6,72
1662,16,2,27
1663,120,12,131
1664,81,8,92
1665,141,14,152
1666,61,6,72
1667,31,3,42
1668,-2,0,9
1669,24,3,35
1670,35,4,46
1671,44,5,55
1672,9,1,20
1673,151,15,162
1674,191,19,202
1675,171,17,182
1676,173,18,184
1677,83,9,94
1678,221,22,232
1679,41,4,52
1680,21,2,32
1681,221,22,232
1682,131,13,142
1683,172,17,183
1684,143,15,154
1685,71,7,82
1686,110,11,121
1687,221,22,232
1688,139,14,150
1689,47,5,58
1690,371,37,382
1691,106,11,117
1692,321,32,332
1693,162,16,173
1694,474,48,485
1695,121,12,132
1696,304,31,315
1697,81,8,92
1698,181,18,192
1699,411,41,422
1700,131,13,142
1701,189,19,200
1702,41,4,52
1703,78,8,89
1704,91,9,102
1705,161,16,172
1706,411,41,422
1707,311,31,322
1708,409,41,420
1709,91,9,102
1710,473,48,484
1711,313,32,324
1712,11,1,22
1713,1,0,12
1714,334,34,345
1715,91,9,102
1716,41,4,52
1717,101,10,112
1718,89,9,100
1719,131,13,142
1720,11,1,22
1721,221,22,232
1722,101,10,112
1723,106,11,117
1724,101,10,112
1725,111,11,122
1726,-8,0,3
1727,1,0,12
1728,59,6,70
1729,1,0,12
1730,131,13,142
1731,121,12,132
1732,211,21,222
1733,43,5,54
1734,251,25,262
1735,41,4,52
1736,101,10,112
1737,1,0,12
1738,181,18,192
1739,198,20,209
1740,1,0,12
1741,111,11,122
1742,247,25,258
1743,43,5,54
1744,-8,0,3
1745,73,8,84
1746,83,9,94
1747,1,0,12
1748,21,2,32
1749,21,2,32
1750,127,13,138
1751,71,7,82
1752,111,11,122
1753,431,43,442
1754,300,30,311
1755,222,22,233
1756,321,32,332
1757,71,7,82
1758,61,6,72
1759,61,6,72
1760,411,41,422
1761,710,71,721
1762,61,6,72
1763,101,10,112
1764,461,46,472
1765,391,39,402
1766,1181,118,1192
1767,121,12,132
1768,220,22,231
1769,131,13,142
1770,181,18,192
1771,161,16,172
1772,41,4,52
1773,201,20,212
1774,66,7,77
1775,261,26,272
1776,265,27,276
1777,121,12,132
1778,156,16,167
1779,1,0,12
1780,201,20,212
1781,231,23,242
1782,700,70,711
1783,21,2,32
1784,181,18,192
1785,149,15,160
1786,101,10,112
1787,31,3,42
1788,161,16,172
1789,211,21,222
1790,226,23,237
1791,87,9,98
1792,75,8,86
1793,52,5,63
1794,151,15,162
1795,186,19,197
1796,1,0,12
1797,49,5,60
1798,251,25,262
1799,1,0,12
1800,81,8,92
1801,111,11,122
1802,44,5,55
1803,116,12,127
1804,31,3,42
1805,-6,0,5
1806,171,17,182
1807,51,5,62
1808,582,58,593
1809,791,79,802
1810,641,64,652
1811,81,8,92
1812,181,18,192
1813,231,23,242
1814,291,29,302
1815,401,40,412
1816,221,22,232
1817,150,15,161
1818,131,13,142
1819,61,6,72
1820,281,28,292
1821,41,4,52
1822,141,14,152
1823,591,59,602
1824,100,10,111
1825,21,2,32
1826,271,27,282
1827,591,59,602
1828,131,13,142
1829,601,60,612
1830,49,5,60
1831,76,8,87
1832,181,18,192
1833,490,49,501
1834,111,11,122
1835,580,58,591
1836,39,4,50
1837,101,10,112
1838,24,3,35
1839,51,5,62
1840,1,0,12
1841,281,28,292
1842,41,4,52
1843,-2,0,9
1844,321,32,332
1845,298,30,309
1846,471,47,482
1847,41,4,52
1848,22,2,33
1849,740,74,751
1850,41,4,52
1851,221,22,232
1852,31,3,42
1853,61,6,72
1854,21,2,32
1855,0,0,11
1856,611,61,622
1857,31,3,42
1858,51,5,62
1859,51,5,62
1860,191,19,202
1861,21,2,32
1862,151,15,162
1863,121,12,132
1864,609,61,620
1865,1061,106,1072
1866,241,24,252
1867,80,8,91
1868,761,76,772
1869,61,6,72
1870,41,4,52
1871,21,2,32
1872,129,13,140
1873,174,18,185
1874,461,46,472
1875,473,48,484
1876,58,6,69
1877,601,60,612
1878,241,24,252
1879,56,6,67
1880,10,1,21
1881,81,8,92
1882,85,9,96
1883,33,4,44
1884,251,25,262
1885,341,34,352
1886,191,19,202
1887,571,57,582
1888,451,45,462
1889,336,34,347
1890,91,9,102
1891,46,5,57
1892,117,12,128
1893,51,5,62
1894,71,7,82
1895,161,16,172
1896,131,13,142
1897,363,37,374
1898,491,49,502
1899,171,17,182
1900,298,30,309
1901,46,5,57
1902,761,76,772
1903,201,20,212
1904,41,4,52
1905,151,15,162
1906,41,4,52
1907,365,37,376
1908,11,1,22
1909,471,47,482
1910,611,61,622
1911,159,16,170
1912,131,13,142
1913,121,12,132
1914,281,28,292
1915,211,21,222
1916,490,49,501
1917,111,11,122
1918,1,0,12
1919,21,2,32
1920,151,15,162
1921,121,12,132
1922,298,30,309
1923,311,31,322
1924,230,23,241
1925,71,7,82
1926,471,47,482
1927,117,12,128
1928,2,0,13
1929,122,12,133
1930,281,28,292
1931,41,4,52
1932,181,18,192
1933,141,14,152
1934,272,27,283
1935,41,4,52
1936,581,58,592
1937,31,3,42
1938,88,9,99
1939,13,2,24
1940,78,8,89
1941,1,0,12
1942,21,2,32
1943,88,9,99
1944,181,18,192
1945,191,19,202
1946,63,7,74
1947,41,4,52
1948,650,65,661
1949,281,28,292
1950,71,7,82
1951,144,15,155
1952,251,25,262
1953,118,12,129
1954,61,6,72
1955,361,36,372
1956,270,27,281
1957,231,23,242
1958,11,1,22
1959,848,85,859
1960,51,5,62
1961,408,41,419
1962,11,1,22
1963,21,2,32
1964,151,15,162
1965,596,60,607
1966,301,30,312
1967,251,25,262
1968,151,15,162
1969,71,7,82
1970,50,5,61
1971,121,12,132
1972,46,5,57
1973,271,27,282
1974,171,17,182
1975,171,17,182
1976,111,11,122
1977,330,33,341
1978,101,10,112
1979,131,13,142
1980,181,18,192
1981,231,23,242
1982,233,24,244
1983,81,8,92
1984,147,15,158
1985,301,30,312
1986,89,9,100
1987,651,65,662
1988,660,66,671
1989,51,5,62
1990,411,41,422
1991,31,3,42
1992,351,35,362
1993,340,34,351
1994,101,10,112
1995,658,66,669
1996,131,13,142
1997,11,1,22
1998,91,9,102
1999,171,17,182
2000,171,17,182
2001,81,8,92
2002,161,16,172
2003,101,10,112
2004,315,32,326
2005,23,3,34
2006,381,38,392
2007,161,16,172
2008,111,11,122
2009,121,12,132
2010,291,29,302
2011,143,15,154
2012,141,14,152
2013,283,29,294
2014,252,25,263
2015,233,24,244
2016,271,27,282
2017,141,14,152
2018,51,5,62
2019,51,5,62
2020,6,1,17
2021,73,8,84
2022,81,8,92
2023,835,84,846
2024,121,12,132
2025,81,8,92
2026,451,45,462
2027,29,3,40
2028,341,34,352
2029,61,6,72
2030,191,19,202
2031,481,48,492
2032,51,5,62
2033,161,16,172
2034,61,6,72
2035,57,6,68
2036,83,9,94
2037,414,42,425
2038,241,24,252
2039,81,8,92
2040,101,10,112
2041,69,7,80
2042,61,6,72
2043,81,8,92
2044,1231,123,1242
2045,235,24,246
2046,51,5,62
2047,31,3,42
2048,127,13,138
2049,191,19,202
2050,113,12,124
2051,183,19,194
2052,31,3,42
2053,152,15,163
2054,31,3,42
2055,291,29,302
2056,81,8,92
2057,111,11,122
2058,61,6,72
2059,531,53,542
2060,61,6,72
2061,84,9,95
2062,321,32,332
2063,551,55,562
2064,181,18,192
2065,111,11,122
2066,4,1,15
2067,431,43,442
2068,291,29,302
2069,122,12,133
2070,271,27,282
2071,380,38,391
2072,231,23,242
2073,101,10,112
2074,81,8,92
2075,221,22,232
2076,43,5,54
2077,221,22,232
2078,6,1,17
2079,379,38,390
2080,101,10,112
2081,278,28,289
2082,66,7,77
2083,800,80,811
2084,121,12,132
2085,241,24,252
2086,71,7,82
2087,231,23,242
2088,1,0,12
2089,131,13,142
2090,51,5,62
2091,22,2,33
2092,5,1,16
2093,51,5,62
2094,71,7,82
2095,121,12,132
2096,75,8,86
2097,21,2,32
2098,76,8,87
2099,21,2,32
2100,31,3,42
2101,231,23,242
2102,171,17,182
2103,26,3,37
2104,71,7,82
2105,201,20,212
2106,51,5,62
2107,191,19,202
2108,49,5,60
2109,61,6,72
2110,11,1,22
2111,40,4,51
2112,97,10,108
2113,751,75,762
2114,61,6,72
2115,46,5,57
2116,221,22,232
2117,36,4,47
2118,4,1,15
2119,361,36,372
2120,20,2,31
2121,381,38,392
2122,81,8,92
2123,91,9,102
2124,11,1,22
2125,28,3,39
2126,91,9,102
2127,7,1,18
2128,-3,0,8
2129,251,25,262
2130,31,3,42
2131,171,17,182
2132,89,9,100
2133,37,4,48
2134,231,23,242
2135,53,6,64
2136,187,19,198
2137,63,7,74
2138,106,11,117
2139,17,2,28
2140,111,11,122
2141,171,17,182
2142,51,5,62
2143,71,7,82
2144,11,1,22
2145,21,2,32
2146,101,10,112
2147,10,1,21
2148,1,0,12
2149,121,12,132
2150,61,6,72
2151,-2,0,9
2152,481,48,492
2153,21,2,32
2154,31,3,42
2155,21,2,32
2156,11,1,22
2157,383,39,394
2158,-8,0,3
2159,5,1,16
2160,29,3,40
2161,61,6,72
2162,1,0,12
2163,14,2,25
2164,71,7,82
2165,71,7,82
2166,56,6,67
2167,87,9,98
2168,2,0,13
2169,99,10,110
2170,111,11,122
2171,521,52,532
2172,31,3,42
2173,51,5,62
2174,25,3,36
2175,16,2,27
2176,131,13,142
2177,41,4,52
2178,71,7,82
2179,81,8,92
2180,211,21,222
2181,131,13,142
2182,21,2,32
2183,-6,0,5
2184,371,37,382
2185,122,12,133
2186,321,32,332
2187,281,28,292
2188,231,23,242
2189,-7,0,4
2190,21,2,32
2191,161,16,172
2192,76,8,87
2193,1,0,12
2194,51,5,62
2195,81,8,92
2196,1,0,12
2197,341,34,352
2198,11,1,22
2199,1,0,12
2200,81,8,92
2201,561,56,572
2202,181,18,192
2203,212,21,223
2204,41,4,52
2205,31,3,42
2206,31,3,42
2207,12,1,23
2208,141,14,152
2209,362,36,373
2210,84,9,95
2211,31,3,42
2212,11,1,22
2213,52,5,63
2214,131,13,142
2215,61,6,72
2216,41,4,52
2217,111,11,122
2218,51,5,62
2219,101,10,112
2220,133,14,144
2221,21,2,32
2222,61,6,72
2223,29,3,40
2224,711,71,722
2225,521,52,532
2226,26,3,37
2227,121,12,132
2228,43,5,54
2229,341,34,352
2230,11,1,22
2231,334,34,345
2232,35,4,46
2233,71,7,82
2234,424,43,435
2235,171,17,182
2236,81,8,92
2237,193,20,204
2238,11,1,22
2239,181,18,192
2240,143,15,154
2241,151,15,162
2242,271,27,282
2243,36,4,47
2244,156,16,167
2245,201,20,212
2246,27,3,38
2247,123,13,134
2248,1,0,12
2249,91,9,102
2250,361,36,372
2251,31,3,42
2252,120,12,131
2253,8,1,19
2254,131,13,142
2255,23,3,34
2256,98,10,109
2257,11,1,22
2258,57,6,68
2259,41,4,52
2260,370,37,381
2261,101,10,112
2262,21,2,32
2263,141,14,152
2264,-8,0,3
2265,10,1,21
2266,71,7,82
2267,71,7,82
2268,471,47,482
2269,151,15,162
2270,9,1,20
2271,271,27,282
2272,121,12,132
2273,2,0,13
2274,41,4,52
2275,61,6,72
2276,21,2,32
2277,161,16,172
2278,541,54,552
2279,251,25,262
2280,121,12,132
2281,111,11,122
2282,101,10,112
2283,171,17,182
2284,41,4,52
2285,91,9,102
2286,201,20,212
2287,11,1,22
2288,111,11,122
2289,101,10,112
2290,1,0,12
2291,411,41,422
2292,71,7,82
2293,51,5,62
2294,43,5,54
2295,11,1,22
2296,181,18,192
2297,40,4,51
2298,61,6,72
2299,1,0,12
2300,61,6,72
2301,191,19,202
2302,128,13,139
2303,87,9,98
2304,345,35,356
2305,267,27,278
2306,101,10,112
2307,184,19,195
2308,174,18,185
2309,61,6,72
2310,63,7,74
2311,137,14,148
2312,321,32,332
2313,191,19,202
2314,6,1,17
2315,231,23,242
2316,41,4,52
2317,181,18,192
2318,106,11,117
2319,141,14,152
2320,207,21,218
2321,230,23,241
2322,361,36,372
2323,211,21,222
2324,291,29,302
2325,151,15,162
2326,226,23,237
2327,111,11,122
2328,221,22,232
2329,551,55,562
2330,91,9,102
2331,51,5,62
2332,221,22,232
2333,351,35,362
2334,101,10,112
2335,171,17,182
2336,34,4,45
2337,611,61,622
2338,331,33,342
2339,51,5,62
2340,179,18,190
2341,420,42,431
2342,81,8,92
2343,191,19,202
2344,11,1,22
2345,-8,0,3
2346,115,12,126
2347,347,35,358
2348,20,2,31
2349,61,6,72
2350,41,4,52
2351,128,13,139
2352,18,2,29
2353,81,8,92
2354,61,6,72
2355,91,9,102
2356,201,20,212
2357,101,10,112
2358,301,30,312
2359,31,3,42
2360,331,33,342
2361,251,25,262
2362,1,0,12
2363,23,3,34
2364,81,8,92
2365,211,21,222
2366,735,74,746
2367,76,8,87
2368,201,20,212
2369,521,52,532
2370,151,15,162
2371,76,8,87
2372,361,36,372
2373,271,27,282
2374,18,2,29
2375,231,23,242
2376,281,28,292
2377,561,56,572
2378,1,0,12
2379,211,21,222
2380,21,2,32
2381,61,6,72
2382,131,13,142
2383,-8,0,3
2384,322,32,333
2385,11,1,22
2386,51,5,62
2387,181,18,192
2388,113,12,124
2389,141,14,152
2390,88,9,99
2391,10,1,21
2392,161,16,172
2393,171,17,182
2394,41,4,52
2395,31,3,42
2396,41,4,52
2397,141,14,152
2398,1,0,12
2399,231,23,242
2400,81,8,92
2401,170,17,181
2402,221,22,232
2403,121,12,132
2404,642,64,653
2405,121,12,132
2406,51,5,62
2407,575,58,586
2408,371,37,382
2409,41,4,52
2410,11,1,22
2411,341,34,352
2412,21,2,32
2413,91,9,102
2414,131,13,142
2415,21,2,32
2416,11,1,22
2417,111,11,122
2418,27,3,38
2419,21,2,32
2420,81,8,92
2421,201,20,212
2422,49,5,60
2423,251,25,262
2424,261,26,272
2425,948,95,959
2426,680,68,691
2427,131,13,142
2428,1,0,12
2429,348,35,359
2430,211,21,222
2431,81,8,92
2432,45,5,56
2433,81,8,92
2434,320,32,331
2435,6,1,17
2436,31,3,42
2437,251,25,262
2438,87,9,98
2439,101,10,112
2440,31,3,42
2441,25,3,36
2442,340,34,351
2443,341,34,352
2444,241,24,252
2445,180,18,191
2446,251,25,262
2447,171,17,182
2448,21,2,32
2449,311,31,322
2450,61,6,72
2451,71,7,82
2452,11,1,22
2453,331,33,342
2454,181,18,192
2455,191,19,202
2456,567,57,578
2457,114,12,125
2458,41,4,52
2459,551,55,562
2460,51,5,62
2461,2,0,13
2462,101,10,112
2463,171,17,182
2464,232,23,243
2465,27,3,38
2466,61,6,72
2467,131,13,142
2468,221,22,232
2469,-1,0,10
2470,61,6,72
2471,78,8,89
2472,571,57,582
2473,45,5,56
2474,71,7,82
2475,491,49,502
2476,133,14,144
2477,4,1,15
2478,182,18,193
2479,113,12,124
2480,1,0,12
2481,103,11,114
2482,1,0,12
2483,31,3,42
2484,151,15,162
2485,61,6,72
2486,131,13,142
2487,566,57,577
2488,161,16,172
2489,520,52,531
2490,171,17,182
2491,51,5,62
2492,121,12,132
2493,31,3,42
2494,271,27,282
2495,51,5,62
2496,11,1,22
2497,85,9,96
2498,78,8,89
2499,122,12,133
2500,41,4,52
2501,121,12,132
2502,31,3,42
2503,141,14,152
2504,101,10,112
2505,473,48,484
2506,117,12,128
2507,177,18,188
2508,56,6,67
2509,-5,0,6
2510,156,16,167
2511,30,3,41
2512,155,16,166
2513,11,1,22
2514,221,22,232
2515,71,7,82
2516,451,45,462
2517,177,18,188
2518,110,11,121
2519,51,5,62
2520,41,4,52
2521,1,0,12
2522,236,24,247
2523,414,42,425
2524,511,51,522
2525,41,4,52
2526,161,16,172
2527,72,7,83
2528,201,20,212
2529,141,14,152
2530,71,7,82
2531,251,25,262
2532,71,7,82
2533,91,9,102
2534,181,18,192
2535,291,29,302
2536,31,3,42
2537,1,0,12
2538,371,37,382
2539,1,0,12
2540,106,11,117
2541,211,21,222
2542,11,1,22
2543,111,11,122
2544,71,7,82
2545,521,52,532
2546,1,0,12
2547,556,56,567
2548,10,1,21
2549,231,23,242
2550,131,13,142
2551,177,18,188
2552,181,18,192
2553,81,8,92
2554,441,44,452
2555,1,0,12
2556,271,27,282
2557,24,3,35
2558,151,15,162
2559,171,17,182
2560,161,16,172
2561,165,17,176
2562,501,50,512
2563,81,8,92
2564,71,7,82
2565,91,9,102
2566,21,2,32
2567,181,18,192
2568,41,4,52
2569,51,5,62
2570,281,28,292
2571,91,9,102
2572,12,1,23
2573,241,24,252
2574,321,32,332
2575,81,8,92
2576,11,1,22
2577,11,1,22
2578,41,4,52
2579,641,64,652
2580,101,10,112
2581,231,23,242
2582,171,17,182
2583,47,5,58
2584,1,0,12
2585,441,44,452
2586,31,3,42
2587,151,15,162
2588,211,21,222
2589,331,33,342
2590,1051,105,1062
2591,80,8,91
2592,341,34,352
2593,282,28,293
2594,51,5,62
2595,1,0,12
2596,201,20,212
2597,11,1,22
2598,9,1,20
2599,41,4,52
2600,1,0,12
2601,133,14,144
2602,204,21,215
2603,101,10,112
2604,301,30,312
2605,21,2,32
2606,21,2,32
2607,21,2,32
2608,18,2,29
2609,137,14,148
2610,254,26,265
2611,101,10,112
2612,148,15,159
2613,241,24,252
2614,5,1,16
2615,21,2,32
2616,41,4,52
2617,41,4,52
2618,431,43,442
2619,-3,0,8
2620,1,0,12
2621,9,1,20
2622,31,3,42
2623,81,8,92
2624,2,0,13
2625,11,1,22
2626,97,10,108
2627,23,3,34
2628,484,49,495
2629,111,11,122
2630,43,5,54
2631,84,9,95
2632,382,38,393
2633,213,22,224
2634,291,29,302
2635,91,9,102
2636,31,3,42
2637,191,19,202
2638,22,2,33
2639,197,20,208
2640,483,49,494
2641,141,14,152
2642,211,21,222
2643,71,7,82
2644,111,11,122
2645,154,16,165
2646,621,62,632
2647,81,8,92
2648,11,1,22
2649,262,26,273
2650,151,15,162
2651,162,16,173
2652,91,9,102
2653,691,69,702
2654,220,22,231
2655,201,20,212
2656,134,14,145
2657,31,3,42
2658,111,11,122
2659,63,7,74
2660,11,1,22
2661,113,12,124
2662,176,18,187
2663,413,42,424
2664,41,4,52
2665,2,0,13
2666,221,22,232
2667,554,56,565
2668,181,18,192
2669,193,20,204
2670,191,19,202
2671,117,12,128
2672,201,20,212
2673,327,33,338
2674,421,42,432
2675,271,27,282
2676,83,9,94
2677,-2,0,9
2678,11,1,22
2679,291,29,302
2680,81,8,92
2681,53,6,64
2682,211,21,222
2683,191,19,202
2684,371,37,382
2685,637,64,648
2686,211,21,222
2687,1,0,12
2688,190,19,201
2689,21,2,32
2690,61,6,72
2691,161,16,172
2692,491,49,502
2693,2,0,13
2694,11,1,22
2695,21,2,32
2696,21,2,32
2697,11,1,22
2698,221,22,232
2699,78,8,89
2700,401,40,412
2701,21,2,32
2702,141,14,152
2703,121,12,132
2704,391,39,402
2705,74,8,85
2706,53,6,64
2707,31,3,42
2708,321,32,332
2709,271,27,282
2710,321,32,332
2711,31,3,42
2712,51,5,62
2713,111,11,122
2714,96,10,107
2715,21,2,32
2716,208,21,219
2717,294,30,305
2718,291,29,302
2719,44,5,55
2720,31,3,42
2721,41,4,52
2722,313,32,324
2723,41,4,52
2724,71,7,82
2725,111,11,122
2726,531,53,542
2727,61,6,72
2728,1851,185,1862
2729,61,6,72
2730,1,0,12
2731,340,34,351
2732,11,1,22
2733,425,43,436
2734,321,32,332
2735,531,53,542
2736,251,25,262
2737,41,4,52
2738,109,11,120
2739,41,4,52
2740,231,23,242
2741,191,19,202
2742,101,10,112
2743,71,7,82
2744,31,3,42
2745,661,66,672
2746,287,29,298
2747,301,30,312
2748,41,4,52
2749,1,0,12
2750,211,21,222
2751,191,19,202
2752,92,9,103
2753,161,16,172
2754,21,2,32
2755,221,22,232
2756,31,3,42
2757,531,53,542
2758,1,0,12
2759,260,26,271
2760,59,6,70
2761,221,22,232
2762,131,13,142
2763,283,29,294
2764,81,8,92
2765,1,0,12
2766,21,2,32
2767,21,2,32
2768,21,2,32
2769,111,11,122
2770,381,38,392
2771,189,19,200
2772,29,3,40
2773,53,6,64
2774,38,4,49
2775,11,1,22
2776,11,1,22
2777,181,18,192
2778,239,24,250
2779,60,6,71
2780,131,13,142
2781,326,33,337
2782,89,9,100
2783,141,14,152
2784,133,14,144
2785,445,45,456
2786,141,14,152
2787,236,24,247
2788,60,6,71
2789,41,4,52
2790,301,30,312
2791,171,17,182
2792,1,0,12
2793,31,3,42
2794,61,6,72
2795,101,10,112
2796,126,13,137
2797,51,5,62
2798,13,2,24
2799,31,3,42
2800,303,31,314
2801,31,3,42
2802,53,6,64
2803,361,36,372
2804,150,15,161
2805,31,3,42
2806,11,1,22
2807,41,4,52
2808,82,8,93
2809,74,8,85
2810,111,11,122
2811,71,7,82
2812,1181,118,1192
2813,381,38,392
2814,1,0,12
2815,51,5,62
2816,7,1,18
2817,51,5,62
2818,132,13,143
2819,221,22,232
2820,182,18,193
2821,101,10,112
2822,274,28,285
2823,11,1,22
2824,221,22,232
2825,97,10,108
2826,321,32,332
2827,703,71,714
2828,161,16,172
2829,131,13,142
2830,203,21,214
2831,21,2,32
2832,109,11,120
2833,-5,0,6
2834,477,48,488
2835,61,6,72
2836,11,1,22
2837,81,8,92
2838,121,12,132
2839,11,1,22
2840,150,15,161
2841,101,10,112
2842,431,43,442
2843,131,13,142
2844,60,6,71
2845,141,14,152
2846,91,9,102
2847,21,2,32
2848,111,11,122
2849,451,45,462
2850,95,10,106
2851,-1,0,10
2852,67,7,78
2853,21,2,32
2854,31,3,42
2855,111,11,122
2856,36,4,47
2857,76,8,87
2858,47,5,58
2859,291,29,302
2860,39,4,50
2861,271,27,282
2862,21,2,32
2863,229,23,240
2864,361,36,372
2865,51,5,62
2866,128,13,139
2867,-7,0,4
2868,111,11,122
2869,124,13,135
2870,-5,0,6
2871,138,14,149
2872,146,15,157
2873,62,6,73
2874,63,7,74
2875,81,8,92
2876,243,25,254
2877,1251,125,1262
2878,1,0,12
2879,11,1,22
2880,51,5,62
2881,261,26,272
2882,50,5,61
2883,245,25,256
2884,385,39,396
2885,121,12,132
2886,215,22,226
2887,41,4,52
2888,78,8,89
2889,27,3,38
2890,91,9,102
2891,283,29,294
2892,38,4,49
2893,4,1,15
2894,13,2,24
2895,61,6,72
2896,12,1,23
2897,111,11,122
2898,21,2,32
2899,141,14,152
2900,91,9,102
2901,231,23,242
2902,1,0,12
2903,110,11,121
2904,61,6,72
2905,191,19,202
2906,68,7,79
2907,9,1,20
2908,90,9,101
2909,26,3,37
2910,91,9,102
2911,71,7,82
2912,23,3,34
2913,51,5,62
2914,121,12,132
2915,78,8,89
2916,51,5,62
2917,79,8,90
2918,21,2,32
2919,-3,0,8
2920,31,3,42
2921,207,21,218
2922,61,6,72
2923,88,9,99
2924,31,3,42
2925,101,10,112
2926,241,24,252
2927,11,1,22
2928,71,7,82
2929,416,42,427
2930,282,28,293
2931,83,9,94
2932,11,1,22
2933,51,5,62
2934,235,24,246
2935,96,10,107
2936,131,13,142
2937,-8,0,3
2938,21,2,32
2939,141,14,152
2940,121,12,132
2941,85,9,96
2942,81,8,92
2943,32,3,43
2944,111,11,122
2945,121,12,132
2946,72,7,83
2947,281,28,292
2948,351,35,362
2949,12,1,23
2950,11,1,22
2951,291,29,302
2952,181,18,192
2953,42,4,53
2954,211,21,222
2955,310,31,321
2956,761,76,772
2957,181,18,192
2958,36,4,47
2959,57,6,68
2960,31,3,42
2961,101,10,112
2962,21,2,32
2963,-8,0,3
2964,111,11,122
2965,128,13,139
2966,211,21,222
2967,761,76,772
2968,251,25,262
2969,461,46,472
2970,61,6,72
2971,391,39,402
2972,331,33,342
2973,11,1,22
2974,281,28,292
2975,91,9,102
2976,151,15,162
2977,117,12,128
2978,41,4,52
2979,467,47,478
2980,1,0,12
2981,376,38,387
2982,11,1,22
2983,281,28,292
2984,61,6,72
2985,41,4,52
2986,111,11,122
2987,1,0,12
2988,161,16,172
2989,301,30,312
2990,221,22,232
2991,11,1,22
2992,415,42,426
2993,12,1,23
2994,-8,0,3
2995,30,3,41
2996,231,23,242
2997,118,12,129
2998,341,34,352
2999,221,22,232
3000,41,4,52
3001,351,35,362
3002,80,8,91
3003,101,10,112
3004,61,6,72
3005,141,14,152
3006,181,18,192
3007,81,8,92
3008,131,13,142
3009,141,14,152
3010,160,16,171
3011,451,45,462
3012,71,7,82
3013,60,6,71
3014,56,6,67
3015,499,50,510
3016,51,5,62
3017,41,4,52
3018,51,5,62
3019,207,21,218
3020,141,14,152
3021,-7,0,4
3022,61,6,72
3023,31,3,42
3024,423,43,434
3025,101,10,112
3026,13,2,24
3027,127,13,138
3028,101,10,112
3029,21,2,32
3030,131,13,142
3031,240,24,251
3032,1,0,12
3033,147,15,158
3034,187,19,198
3035,-4,0,7
3036,41,4,52
3037,0,0,11
3038,91,9,102
3039,191,19,202
3040,29,3,40
3041,1,0,12
3042,217,22,228
3043,494,50,505
3044,201,20,212
3045,101,10,112
3046,66,7,77
3047,61,6,72
3048,51,5,62
3049,165,17,176
3050,82,8,93
3051,11,1,22
3052,22,2,33
3053,51,5,62
3054,71,7,82
3055,141,14,152
3056,501,50,512
3057,281,28,292
3058,336,34,347
3059,21,2,32
3060,11,1,22
3061,451,45,462
3062,201,20,212
3063,21,2,32
3064,51,5,62
3065,11,1,22
3066,191,19,202
3067,1,0,12
3068,11,1,22
3069,181,18,192
3070,31,3,42
3071,1,0,12
3072,39,4,50
3073,81,8,92
3074,91,9,102
3075,61,6,72
3076,1,0,12
3077,131,13,142
3078,1,0,12
3079,107,11,118
3080,91,9,102
3081,148,15,159
3082,53,6,64
3083,41,4,52
3084,301,30,312
3085,11,1,22
3086,116,12,127
3087,61,6,72
3088,61,6,72
3089,21,2,32
3090,111,11,122
3091,94,10,105
3092,194,20,205
3093,207,21,218
3094,61,6,72
3095,8,1,19
3096,441,44,452
3097,84,9,95
3098,531,53,542
3099,231,23,242
3100,31,3,42
3101,231,23,242
3102,10,1,21
3103,31,3,42
3104,34,4,45
3105,351,35,362
3106,310,31,321
3107,213,22,224
3108,21,2,32
3109,181,18,192
3110,109,11,120
3111,121,12,132
3112,87,9,98
3113,161,16,172
3114,261,26,272
3115,11,1,22
3116,511,51,522
3117,21,2,32
3118,2,0,13
3119,41,4,52
3120,11,1,22
3121,171,17,182
3122,151,15,162
3123,58,6,69
3124,351,35,362
3125,122,12,133
3126,131,13,142
3127,91,9,102
3128,101,10,112
3129,-7,0,4
3130,86,9,97
3131,77,8,88
3132,141,14,152
3133,21,2,32
3134,463,47,474
3135,157,16,168
3136,269,27,280
3137,91,9,102
3138,38,4,49
3139,101,10,112
3140,51,5,62
3141,281,28,292
3142,231,23,242
3143,41,4,52
3144,251,25,262
3145,30,3,41
3146,141,14,152
3147,33,4,44
3148,25,3,36
3149,1,0,12
3150,160,16,171
3151,331,33,342
3152,130,13,141
3153,121,12,132
3154,21,2,32
3155,31,3,42
3156,66,7,77
3157,140,14,151
3158,201,20,212
3159,110,11,121
3160,11,1,22
3161,51,5,62
3162,43,5,54
3163,261,26,272
3164,-8,0,3
3165,91,9,102
3166,7,1,18
3167,142,14,153
3168,21,2,32
3169,-8,0,3
