,,0,1
4,0,-14.688660253513572,5.646203978870261
7,-3,5.100306739074416,17.739623815801952
4,-2,10.801188132879162,18.39689938186133
3,-3,18.44859388276151,7.034398778644718
2,-3,18.560974097162305,-15.116519890868751
0,-1,13.336248807091852,18.6787780550329
10,0,14.712924701444665,16.603412628408197
2,3,-19.151046413512972,18.737407252935842
1,2,-19.499999841156722,18.717769866973157
4,-4,14.250030637629862,18.05585685226054
1,-4,-19.201982808601166,-19.5
1,-11,-19.49996573491192,-19.49994517266432
2,-4,18.578569142235853,5.665971618987676
1,-5,15.09435114556366,-19.5
0,-12,-9.9999744,-9.9999744
9,6,-12.050444167232634,17.083835388385594
8,7,-14.092739983806233,18.68401266602424
7,10,-9.92,-9.144708275579953
0,-11,-9.9999997952,-9.99999995904
7,4,-6.091473901431464,17.978723835468415
6,7,-15.211010982827487,-2.695109626645153
5,6,-21.340095339848205,13.517408074637052
4,7,-18.7946964385792,-13.266260037934336
3,10,-8.0,-8.409343999999999
2,12,0.0,-8.0
3,8,-15.161686935501535,-15.031815686803915
6,3,-13.393081888740685,18.09776466171663
8,8,-16.09585080730745,-4.381170918799338
6,0,-10.332166269311042,16.45272219696827
5,-1,-8.029613325947107,17.897438620174754
3,7,-22.354489344,-15.640746192728047
2,6,-24.014338867607904,-14.97379396575559
1,7,-17.91676721958589,-19.49998453569409
8,-1,18.724023251252355,9.999334702365736
7,-2,7.98743831401615,18.077548965995465
9,7,-12.991843527715853,18.658764890133472
7,6,-10.302156873474313,18.14042910631844
6,5,11.764647750694483,17.599869147502453
5,4,-13.757054783811807,-4.440348613433109
4,5,-10.715771863716709,17.11977990993561
3,4,-10.02015653108185,17.066129346222233
1,8,-19.474453708301926,-19.487596324847615
0,7,-9.999999999934465,-9.99999999967232
4,9,-15.680000000000001,-12.602161126296004
0,9,-9.999999999934465,-9.999999999934465
2,0,-25.064844820019495,17.990688490131422
7,9,-9.648982896139154,-7.386896683649981
6,8,-17.481540093392315,-8.044647878968634
5,9,-16.41992916045181,-10.374175156970159
4,11,-9.6,-9.03168
4,8,-21.21721588646216,-10.760866257852303
3,9,-23.160296294711294,-10.189765968057607
2,11,-8.0,0.0
3,-10,-15.523063658511791,-15.642001100040762
7,-1,-8.187446406608071,18.2890754818184
2,8,-18.794758341328578,-11.50497086094956
0,8,-9.999999999997378,-9.999999999997378
9,-8,18.51220998977586,6.39619200715129
2,4,-17.53187320805647,-17.38443416413419
3,-11,12.862068703414163,-15.542020716101632
2,-11,-17.5247096400199,-17.524569276460372
8,9,-9.106716972270707,9.864168483487873
5,10,-14.080000000000002,-7.6728493918068175
2,7,-18.77741568,-17.524960387994213
1,6,-17.97999594488506,-19.499996102907343
2,-9,-17.52497036617193,-17.52498676454528
6,-9,16.64261805267945,-3.655024288600262
5,-8,17.123986751059025,-10.23882387446325
2,-12,-17.524004639342593,-17.520970891264
9,-10,18.7721006228667,3.9448995069014376
8,-9,18.815843091043195,-0.9083192400732827
7,-10,17.950201565834835,-3.1185089397794563
6,-11,13.61828893888105,-9.574645024004855
5,-12,-12.05894861306797,-11.80755994334865
4,-12,3.85113888413723,-13.714544427097126
3,-12,-15.63470594170243,-15.64143879054059
1,-12,-19.49989715968,-19.4995765248
1,9,-19.49685820245934,-19.49427712
0,11,-9.99999488,-9.999998976
5,-11,17.04536487215524,-11.650756489004255
4,-11,10.367571160232915,-13.820411756185132
4,3,-10.140526790575265,18.819755294190475
5,-10,-7.440858553861234,-11.94297121282544
4,-9,1.7310355401405833,-12.243897231647875
4,-1,-14.399530301483768,17.58921670821088
7,-8,-1.2556161798024963,18.195835407704518
6,-7,18.06212965257248,3.1439740372605653
7,8,-17.47847582630547,6.236938189525617
5,12,-9.6,-9.6
4,-7,-13.191233936065998,12.03532021137056
3,-8,13.899603797082964,-15.64833645287119
3,-4,18.54041683050491,13.24492198176603
6,-2,4.467664906909258,17.99096854102779
0,12,-9.984,-9.984
7,12,-8.0,-9.6
9,12,-9.999998976,-9.999998976
9,-11,18.72617063893012,10.272990936790631
8,-10,16.804153544172614,18.388897489664014
6,6,-19.024742043205986,3.879184255072019
5,7,-13.80226340222358,-10.728842306818018
3,5,-19.62211184652259,-15.02646648471693
8,-2,9.505309150196972,17.96345211258264
9,-12,6.663206354493967,15.463744619924647
8,-11,11.899978273762933,0.04360056116942168
7,-12,2.73300384718132,13.964475180792963
6,-12,14.779421972684325,-9.594488224494116
5,0,-2.566258783710772,18.42800749928359
4,12,-9.6,-9.6
5,11,-9.92,-9.92
0,10,-9.999998976,-9.999998976
2,10,-18.56063488,-10.2830276608
1,12,-9.984,-9.984
1,11,-9.6,-9.6
3,12,-8.0,0.0
4,-8,18.487351082140542,-10.44922693689359
5,-7,2.7322103099482025,17.94145744860209
6,-8,17.287103476461326,1.798652364149028
6,11,-9.6,-9.6
3,6,-17.139200000000002,-15.617198094799443
9,11,-9.9968,-9.620698226943267
11,4,0.0,16.612294602165587
6,12,-8.0,-9.6
6,10,-14.080000000000002,-9.68393167258722
10,4,0.0,17.811493767621712
2,9,-18.9184,-17.340131199848283
5,8,-19.338460086236825,-9.744907804080778
10,1,-3.677650726349704,16.616793716085
7,11,-15.680000000000001,-9.534449163686048
8,-12,14.180959008677341,4.787600654624994
7,-11,16.361188657135383,5.44672879334416
10,6,0.0,2.81340203373337
11,-6,18.363264244908088,0.0
11,6,0.0,17.327476459976616
10,7,0.0,14.665645760303235
