,Epsilon,Mean Reward
0,0.01,92395
1,0.020000000000000004,65454
2,0.030000000000000006,32694
3,0.04000000000000001,27030
4,0.05000000000000001,28874
5,0.06000000000000001,18800
6,0.07,16945
7,0.08,17110
8,0.09000000000000001,17201
9,0.1,8813
