,Epsilon,Mean Reward
0,0.01,40169
1,0.020000000000000004,20860
2,0.030000000000000006,19526
3,0.04000000000000001,33719
4,0.05000000000000001,34026
5,0.06000000000000001,51708
6,0.07,37813
7,0.08,41531
8,0.09000000000000001,19162
9,0.1,34231
